paragraph_index,original_iast,run_count
1242,nāpaiṣi nātha hṛdayāmbu-ruhāt sva-puṁsām || [bhā.pu. 3.9.5] ,2
1249,ato hi mām ṛṣabhaṁ prāhur āryāḥ || [bhā.pu. 5.5.19],2
1250,idaṁ manuṣyākāra-śarīraṁ hi niścitaṁ durvibhāvyaṁ durvitarkyaṁ yat tattvaṁ tad eva | yatraiva dharmo bhāgavata-lakṣaṇas tatraiva me hṛdayaṁ manaḥ | yad yasmāt tad-viparītādi-lakṣaṇo’dharmo mayā pṛṣṭhe kṛtaḥ | tataḥ parāṅ-mukho’ham ity arthaḥ | ata eva vaktur asya ṛṣabhadevasya ca sarvāntima-līlāpi vyājenāntardhānam eva prākṛta-loka-pratīty-anusāreṇaiva tu tathā varṇitam | ātmārāmatā-rīti-darśanārtham | tad uktam—yogināṁ sāmparāya-vidhim anuśikṣayan iti [bhā.pu. 5.6.6] | ataḥ svakalevaraṁ jihāsur ity atra kaevara-śabdasya prapañca evārthaḥ | upāsanā-śāstre tasya tathā prasiddheḥ | ,3
1251,tathā—atha samīra-vega-vidhūta-veṇu-vikarṣaṇa-jātogra-dāvānalas tad vanam ālelihānaḥ saha tena dadāha [bhā.pu. 5.6.8] ity asya vāstavārthe tu tena saheti kartṛ-sāhāyye tṛtīyā | gauṇa-mukhya-nyāyena kartary eva prāthamika-pravṛtteḥ | tataś ca dāvānalas tad-vana-varti-tarv-ādi-jīvānāṁ sthūlaṁ dehaṁ dadāha | ṛṣabhadevas tu sūkṣmaṁ deham iti tasya sarva-moksadatvam anusandheyam |,3
1253,kosalās te yayuḥ sthānaṁ yatra gacchanti yoginaḥ || [bhā.pu. 9.11.22] itivat |,2
1260,mama dṛśi-gocara eṣa āvir ātmā || [bhā.pu. 1.9.41],2
1261,ṭīkā ca—eṣa jagatām ātmā mama dṛśi-gocaro dṛṣṭi-pathaḥ sann āviḥ prakaṭo vartate | aho bhāgyam iti bhāvaḥ ity eṣā || ,3
1263,tathaiva ca—rūpaṁ yat tad ity ādau sa tvaṁ sākṣād viṣṇur adhyātma-dīpaḥ [bhā.pu. 10.3.24] iti |,7
1264,"yat tat kim api rūpaṁ vastu prāhur vedāḥ | kiṁ tad vastu ? tad āha—avyaktam ity-ādi...  evambhūtaṁ kim api kārya-kalpaṁ vastu yat, sa eva sākṣād akṣi-gocaras tvaṁ viṣṇur iti | ",14
1265,tathā ca pādme nirmāṇa-khaṇḍe śrī-bhagavantaṁ prati śrī-veda-vyāsa-vākyam—,4
1268,vadanti veda-śirasaś cākṣuṣaṁ nātha me’stu tad || [pa.pu. 5.73.13] iti |,4
1269,"tatra hetuḥ—adhyātma-dīpaḥ, dehi-tat-kāraṇa-kārya-saṅgha-prakāśakatvenāvabhāsana ity arthaḥ | evambhūtasya na tava bhaya-śaṅketi bhāvaḥ ity eṣa prakaraṇānurūpaḥ śrī-svāmi-darśita-bhāvārtho’pi śrī-vigraha-para eva, anyatra bhaya-sambhāvanānutpatteḥ ||",5
1275,api hy upaniṣad-dṛśām || [bhā.pu. 10.13.54],2
1276,"ṭīkā ca—sarveṣāṁ mūrtimattve’py aviśeṣam āha—satya-jñāneti | satyāś ca jñāna-rūpāś ca anantāś ca ānanda-rūpāś ca | tatrāpi tad-eka-mātrā vijātīya-sambheda-rahitāḥ | tatrāpi ca eka-rasāḥ sadaika-rūpā mūrtayo yeṣāṁ te | yad vā, satya-jñānādi-mātraika-rasaṁ yad brahma, tad eva mūrtir yeṣām iti | ata eva upaniṣad ātma-jñānaṁ saiva dṛk cakṣur yeṣāṁ, teṣām api hi niścitam | aspṛṣṭa-bhūri-māhātmyāḥ na spṛṣṭaṁ sparśa-yogyaṁ bhūri māhātmyaṁ yeṣāṁ, te tathā-bhūtāḥ sarve vyadṛśyanteti | ity eṣā |",27
1277,"atra mātra-padaṁ tad-varṇādīnāṁ svarūpāntaraṅga-dharmatvaṁ bodhayati | na hy atrāparasminn arthe mūrti-śabdaḥ kevalātma-para iti svāminaḥ śrī-śuka-devasya vā matam, lakṣaṇāyāḥ kaṣṭa-kalpanāmayatvāt, aspṛṣṭety atra aspṛṣṭeti bhūri-māhātmyeti apīti upaniṣad-dṛg iti pada-catuṣṭayasyaiva vyastasya samastasya ca svārasya-bhaṅga-prasaṅgāt, ukta-prakārānurodhāt, te’cakṣatākṣa-viṣayaṁ sva-samādhi-bhāgyam [bhā.pu. 3.15.38] ity-ady-udāhariṣyamāṇānusārāt, sva-sukha- [bhā.pu. 12.12.69] ity-ādi śrī-śuka-hṛdaya-virodhāc ca | ",9
1278,"ata eva viśuddha-vijñāna-ghanaṁ [bhā.pu. 10.37.20], viśuddha-jñāna-mūrtaye [bhā.pu. 10.27.21], tvayy eva nitya-sukha-bodha-tanau [bhā.pu. 10.14.22] ity-ādi-vākyāni ca na lākṣaṇikatayā kadarthanīyāni |",7
1279,"tathaiva ānanda-mūrtim upaguhya dṛśātma-labdham [bhā.pu. 10.41.25] ity ādau,",3
1281,ānanda-mūrtim ajahād atidīrgha-tāpam || [bhā.pu. 10.48.6] ,2
1282,ity ādau ca darśanāliṅganābyām anyārthatvaṁ vyavacchidyate | uktaṁ ca mahāvārāhe—,3
1286,deha-dehi-bhidā cātra neśvare vidyate kvacit || iti ||,4
1290,jagad-dhitāya so’py atra dehīvābhāti māyayā || [bhā.pu. 10.14.55],2
1291,"enaṁ naumīḍya te’bhra-vapuṣe [bhā.pu. 10.14.1] ity-ādi-varṇita-rūpam avehi mat-prasāda-labdha-vidvattayaivānubhava, na tu tarkādīnāṁ vicārayety arthaḥ | evambhūto’pi māyayā kṛpayā jagad-dhitāya sarvasyāpi svātmānaṁ prati cittākarṣaṇāya dehīva jīva ivābhāti krīḍati | iva-śabdena śrī-kṛṣṇas tu jīvavat pṛthag-dehaṁ praviṣṭavān iti gamyate | ",18
1294,āśīs tathānubhajataḥ puruṣārtha-mūrteḥ [bhā.pu. 4.9.17] ity atra |,2
1295,ṭīkā ca—he bhagavan puruṣārthaḥ paramānandaḥ sa eva mūrtir yasya tasy atava pāda-padmam āśiṣo rājyādeḥ sakāśāt satyā | āśīḥ paramārtha-phalaṁ hi niścitaṁ kasya tena prakāreṇa tvam eva puruṣārtha ity evaṁ niṣkāmatayā anubhjataḥ | ity eṣā ||,3
1301,śābdaṁ brahma dadhad vapuḥ || [bhā.pu. 3.21.7],2
1308,pūrṇo’dvayo mukta upādhito’mṛtaḥ || [bhā.pu. 10.14.23],2
1309,naumīḍya te [bhā.pu. 10.14.1] ity ādinā stutyatvena pratijñā-rūpo’yam abhra-vapur-ādi-lakṣaṇatvam eka eva sarveṣām ātmā paramāśrayaḥ | tad uktam—eko’si prathamam [bhā.pu. 10.14.18] iti iti ca | kṛṣṇam enam avehi tvam ātmānam akhilātmanām [bhā.pu. 10.14.55]iti ca  | yatas tvam ātmā tata eva satyaḥ | paramāśrayasya satyatām abalambyaivānyeṣāṁ satyatvāt tvayy eva satyatvasya mukhyā viśrāntir iti bhāvaḥ | tad uktam—satya-vrataṁ satya-param [bhā.pu. 10.2.26] ity ādi | ,8
1311,satyāt satyaṁ ca govindas tasmāt satyo hi nāmataḥ || [ma.bhā. 5.68.12] ity udyama-parvaṇi ca |,2
1312,"na ca tvayi janmādayo vikārāḥ santīty āha ādyaḥ kāraṇam | eko’si prathamam ity ādau [bhā.pu. 10.14.18] tādṛśatva-dṛṣṭeḥ | ato na janma, kintu pratyakṣatvaṁ harer janma na vikāraḥ kathañcana iti pādma-rītikam eva | ata eva skānde—",9
1314,āropayanti janimat pañca-bhūtātmakaṁ jaḍam || iti ||,2
1315,"ādyatve hetuḥ | puruṣaḥ puruṣākāra eva san purāṇaḥ purāpi navaḥ kāryāt pūrvam api vartamāna ity arthaḥ | śrutiś ca—ātmaivedam agra āsīt puruṣa-vidha [bṛ.ā.u. 1.4.1] iti | ata eva janmāntarāstitva-lakṣaṇaṁ vikāraṁ vārayati nityaḥ sanātana-mūrtiḥ | tathā pūrvavan madhyamākāratve’pi pūrṇa iti vṛddhim | ajasra-sukho nityam eva sukha-rūpa iti pariṇāmam | sukhasya puṁstvaṁ chāndasaṁ, vijñānam ānandaṁ brahma [bṛ.ā.u. 3.9.28] ity atrānandasya napuṁsakatvavat |",5
1316,"tathā akṣara ity apakṣayam | amṛta iti vināśam | pūrṇatve hetuḥ | ananta advaya iti deśa-kāla-pariccheda-rahitaḥ | vastu-pariccheda-rahito’pi | anyasya tac-chaktitvāt taṁ vinānavasthānāt | atrāmṛtatvopapādanāya caturvidha-kriyā-phalatvaṁ ca vārayati | tatrotpattir ādya ity anenaiva nirākṛtā | śiṣṭa-trayaṁ svayaṁjyotir nirañjana upādhito mukta iti pada-trayeṇa | tatra ca prāptiḥ kriyayā jñānena vā bhavet | kriyayā prāptir ātma-padenaiva nirākṛtā, sarva-pratyag-rūpatvāt | tathā jñānataḥ prāptiṁ vārayati | svayaṁjyotir iti | tad uktaṁ brahmāṇaṁ prati śrī-bhagavatā manīṣitānubhāvo’yaṁ mama lokāvalokanam [bhā.pu. 2.9.22] iti | ",3
1317,"ṭīkā ca—etac ca mat-kṛpayaiva tvayā prāptam ity āha | manīṣitam icchā, tubhyaṁ dātavyam iti yā mamecchā tasyā anubhāvo’yam | ko’sau? tam āha—mama lokasyāvalokanaṁ yat | ity eṣā | tad uktam—nityāvyakto’pi bhagavān īkṣyate nija-śaktitaḥ | iti |",6
1318,"nanu, śrī-bhagavatoddhavaṁ prati vāsudevo bhagavatām [bhā.pu. 11.16.29] ity ādikaṁ vibhūti-madhye gaṇayitvā sarvānte manovikārā evaite [bhā.pu. 11.16.41] ity uktam | satyam | tad-gaṇanaṁ prācurya-vivakṣayā kṣatriṇo gacchantītivat | tatraiva hi—",5
1320,vikāraḥ puruṣo’vyaktaṁ rajaḥ sattvaṁ tamaḥ param || [bhā.pu. 11.16.37] ity atra |,2
1321,para-śabdena brahmāpi tan-madhye gaṇitam asti | tad evaṁ prāptir niṣiddhā | atha vikṛtir api tuṣāpākaraṇenāvadhātena vrīhīṇām ivopādhyapākareṇena bhavet | tac cāsaṅgatvān na sambhaved ity āha mukta upādhita iti | tad uktam—viśuddha-jñāna-mūrtaye [bhā.pu. 10.27.21] viśuddha-vijñāna-ghanaṁ [bhā.pu. 10.37.20] ity ādau ca | tasmān mama niśita-śarair vibhidyamāna-tvaci [bhā.pu. 1.9.34] ity-ādikaṁ tu māyika-līlā-varṇanam eva | ,7
1325,na nūnaṁ te samaranty anu || [bhā.pu. 10.77.30] ity ādi nyāyena vāstavatva-virodhāt | ,2
1326,tathā hi skānde—,2
1330,manuṣyān madhyayā dṛṣṭyā na mukteṣu kadācana || iti ||,2
1334,"atha śrī-vigrahasya pūrṇa-svarūpa-lakṣaṇatvaṁ tadvat | atha śrī-vigrahasya pūrṇa-svarūpa-lakṣaṇatvaṁ sādhitaṁ, tac ca yuktam, sarva-śakti-yukta-parama-vastv-eka-rūpatvāt tasya | tatra yo nijāntaraṅga-nitya-dharmaḥ śrī-vigrahatāgamas tat tat saṁsthāna-lakṣaṇas tad viśiṣṭaṁ paramānanda-lakṣaṇaṁ vastv eva śrī-vigrahaḥ | sa eva cāntaraṅga-dharmāntarāṇāṁ, aiśvaryādīnām api nityāśrayatvāt svayaṁ bhagavān, yathā śuddha-khaṇḍa-laḍḍukam | yato yathā laḍḍukatāgamaka-saṁsthāna-viśiṣṭa-khaṇḍam eva laḍḍukaṁ tad eva khaṇḍa-svābhāvika-saugandhyādimac ceti lokaiḥ pratīyate prayujyate ca tathā rūpaṁ yad etat [bhā.pu. 3.9.2] ity ādiṣu paraṁ tattvam eva śrī-vigrahaḥ sa eva ca bhagavān iti vidvadbhiḥ pratīyate prayujyate caiveti |",3
1337,catur-bhujaṁ śaṅkha-gadādy-udāyudham | [bhā.pu. 10.3.9] ity ādi ||,2
1347,sadā sarvatra sarva-gaḥ || [bhā.pu. 6.8.32-33],2
1348,"aikātmyānubhāvānāṁ kevala-parama-svarūpa-dṛṣṭi-parāṇāṁ vikalpa-rahitaḥ paramānandaika-rasa-parama-svarūpatayā sphurann api, yathā yena prakāreṇa, sveṣu sva-svāmitayā bhajatsu yā māyā kṛpā, tayā hetunā, svayaṁ vicitra-śakti-mayena svarūpeṇaiva kāraṇa-bhūtena bhūṣaṇādy-ākhyāḥ śaktīḥ śakti-mayāvirbhāvāt dhatte gocarayati | tenaiva vidvad-anubhava-lakṣaṇena satya-pramāṇena, tad yadi satyaṁ syāt, tadety arthaḥ | tair eva bhūṣaṇādi-lakṣaṇaiḥ sarvaiḥ svarūpair vicitra-svarūpāvirbhāvair naḥ pātu | ",26
1349,ata eva śrī-viṣṇu-dharme bali-kṛta-cakra-stave—yasya rūpam anirdeśyam api yogibhir uttamair ity-ādi | tad-anantaraṁ ca—,3
1351,trailokyam akhilaṁ daityo dṛṣṭavān bhūr bhuvādikam || iti ||,2
1353,atra tṛtīye caityasya tattvam amalaṁ maṇim asya kaṇṭhe [bhā.pu. 3.28.28] ity api sahāyam | ato dvādaśe’pi kaustubha-vyapadeśena svātma-jyotir bibharty ajaḥ [bhā.pu. 12.11.10] ity-ādikaṁ virāḍ-gatatvenopāsanārtham abheda-dṛṣṭyā darśitam eva yathā-sambhavaṁ sākṣāc chrī-vigrahatvenāpy anusandheyam | tathā hi śrī-viṣṇu-purāṇe—,8
1355,bibharti kaustubha-maṇi-svarūpaṁ bhagavān harir || [vi.pu. 1.22.68] iti ||,2
1357,"atha śrī-vaikuṇṭha-lokasyāpi tādṛśatvaṁ tasmai sva-lokaṁ bhagavān sabhājitaḥ [bhā.pu. 2.9.9] ity atra sādhitam eva | punar api durdhiyāṁ pratīty-arthaṁ sādhyate | yataḥ, ",5
1373,mahar-janas-tapaḥ-satyaṁ bhakti-yogasya mad-gatiḥ || ,3
1375,"siddhānāṁ yogādibhiḥ tritayāt paraṁ mahar-lokādi || bhūmer adhaś cātalādi | trilokyāṁ pātālādika-bhūrbhuvaḥ svaś ceti | karmaṇāṁ gārhasthya-dharmāṇāṁ tapo vānaprasthena brahmacaryaṁ ca | tatra brahmacaryeṇopakurvāṇa-naiṣṭhika-bhedena kramān mahar-janaś ca, vānasthena tapaḥ, nyāsena satyaṁ, yoga-tāratamyena tu sarvam iti jñeyam | mad-gatiḥ śrī-vaikuṇṭha-lokaḥ bhakti-yoga-prāpyatvena vakṣyamāṇaḥ, yan na vrajanti [bhā.pu. 3.15.23] ity ādi-vākya-sāhāyyāt loka-prakaraṇāc ca | uktaṁ ca tṛtīye devān prati brahmaṇaiva tat-saṅkulaṁ hari-padān atimātra-dṛṣṭaiḥ [bhā.pu. 3.15.20] ity-ādi | ṭīkā ca—punar vaikuṇṭham eva viśinaṣṭi | yat saṅkulaṁ vyāptaṁ bhavati | kaiḥ ? hari-padayor ānatiḥ praṇāmas tāvan-mātreṇa dṛṣṭair bhaktānāṁ vimānair na karmādi-prāpyaiḥ | ity eṣā |",14
1376,"evam eva śrutiś ca—parīkṣya lokān karma-citān brāhmaṇo nirvedam āyān nāstyakṛtaḥ kṛtena [mu.u. 1.2.12] iti | atrāpy akṛta ity asya viśeṣyaṁ loka ity eva, tat-prasakteḥ | ",8
1377,"īśvaraḥ sarva-bhūtānām [gītā 18.61] ity ādau,",3
1386,padaṁ yathāhaṁ vibudhāḥ kalātyaye || [bhā.pu. 4.24.29],3
1387,"tato’pi puṇyātiśayena mām eti, bhāgavatas tu atha dehānte avyākṛtaṁ, nāma-rūpe vyākaravāṇi [chā.u. 6.3.2] iti śruti-prasiddha-vyākaraṇāviṣayaṁ prapañcātītaṁ vaiṣṇavaṁ padaṁ vaikuṇṭham eti | yathāhaṁ rudro bhūtvādhikārikatayā vartamānaḥ, vibudhā devāś cādhikārikāḥ kalātyaye adhikārānte liṅga-bhaṅge saty eṣyantīti, yāvad adhikāram avasthitir ādhikārikāṇām [ve.sū. 3.3.33] iti nyāyena ||29||",20
1397,sakhā guruḥ suhṛdo daivam iṣṭam || [bhā.pu. 3.25.37-38],3
1401,iti tasmai varān dattvā śriyaś cānvaya-vardhinīm || [bhā.pu. 10.41.51-52] iti |,2
1402,"atas teṣāṁ tatrānāsaktiś ca dyotitā | “avidyā-nivṛtty-anantaram” iti “mama kṛpayācitām” iti ca teṣām anartha-rūpatvaṁ khaṇḍitam | kiṁ vā, māyayācitāṁ brahma-lokādi-gatāṁ sampattim apīti teṣāṁ sarva-vaśīkāritvam eva darśitaṁ, na tu tad-bhogaḥ | tasyāti-tucchatvena teṣv anarhatvāt | śrutiś cātra—tad yatheha karma-jito lokaḥ kṣīyate evam evāmutra puṇya-jito lokaḥ kṣīyate [chā.u. 8.1.6] ity anantaraṁ atha ya ihātmānam anuvidya vrajanty etāṁś ca satya-kāmāṁs teṣāṁ sarveṣu lokeṣu kāma-cāro bhavati iti |",5
1403,"nanv evaṁ tarhi lokatvāviśeṣāt svargādivat bhoktṛ-bhogyānāṁ kadācid vināśaḥ syāt | tatrāha—śānta-rūpe śāntam avikṛtaṁ rūpaṁ yasya tasmin vaikuṇṭhe mat-parās tad-vāsino lokāḥ kadācid api na naṅkṣyanti bhogya-hīnā na bhavanti | animiṣo me hetiḥ madīyaṁ kāla-cakraṁ no leḍhi, tān na grasate, na sa punar āvartate [chā.u. 8.15.1] iti śruteḥ |",3
1407,punar janma na vidyate || [gītā 8.16] iti śrī-gītopaniṣadbhyaḥ |,2
1408,sahasra-nāma-bhāṣye’py uktam—param utkṛṣṭam ayanaṁ sthānaṁ punar-āvṛtti-śaṅkā-rahitam iti parāyaṇaḥ | puṁliṅga-pakṣe bahu-vrīhir iti | ,3
1412,yānty añjasācyuta-padam acyuta-priya-bāndhavāḥ || [bhā.pu. 4.12.37] iti |,2
1416,dvijā dhāmākutobhayam || [bhā.pu. 12.11.19] iti |,3
1421,tamo-layās tu nirayaṁ yānti mām eva nirguṇāḥ || [bhā.pu. 11.25.22],2
1426,tāmasaṁ dyūta-sadanaṁ man-niketaṁ tu nirguṇam || [bhā.pu. 11.25.25],2
1431,śāntānāṁ nyasta-daṇḍānāṁ yato nāvartate gataḥ || [bhā.pu. 10.88.25-26],2
1438,brahma-lokaḥ sanātanaḥ || [bhā.pu. 2.5.39],2
1439,"ṭīkā ca—brahma-lokaḥ vaikuṇṭhākhyaḥ | sanātano nityaḥ, na tu sṛjya-prapañcāntar-varti ity eṣa | brahma-bhūto loko brahma-lokaḥ ||",3
1445,tāṁs tān kṣipanty aśaraṇeṣu tamaḥsu hanta || [bhā.pu. 3.15.23],2
1449,vaiklavya-bāṣpa-kalayā pulakī-kṛtāṅgāḥ || [bhā.pu. 3.15.25],2
1450,"yad vaikuṇṭhaṁ, yac ca no’smākam upari-sthitaṁ, naḥ spṛhaṇīya-śīlā iti vā | dūre yamo yeṣāṁ te siddhatvena dūrīkṛta-yama-niyamāḥ santo vā vrajantīti | bhartur mithaḥ suyaśasaḥ ity anena tathā-vidhāyā bhakter mokṣa-sukha-tiraskāritva-prasiddhiḥ sūcitā | nātyantikaṁ vigaṇayanty apīty ādau, ye’ṅga tvad-aṅghri-śaraṇā bhavataḥ kathāyāṁ kīrtanya-tīrtha-yaśasaḥ kuśalā rasajñā [bhā.pu. 3.15.48] iti sanakādy-ukteḥ |",5
1456,tad brahma paramaṁ viduḥ || [bhā.pu. 11.20.37],2
1457,"me pathaḥ jñāna-karma-bhakti-lakṣaṇān mat-prāpty-upāyān, jñāna-karmaṇor api bhakteṣu bhakteḥ prathamataḥ kvacit kadācit kiñcit sāhāyya-kāritvāt | kṣemaṁ mad-bhakti-maṅgala-mayaṁ yat sthānaṁ paramaṁ brahmeti vidur jānanti | ittham evodāhariṣyate ca—",10
1461,yad dhi paśyanti munayo guṇāpāyo samāhitā || [bhā.pu. 10.28.14-15] iti |,2
1472,hṛdopaguhyārha-padaṁ pade pade || [bhā.pu. 2.2.17-18],2
1473,"atat cid-vyatiriktam | neti netīty evam utsraṣṭum icchavo daurātmyaṁ bhagavad-ātmanor abheda-dṛṣṭiṁ visṛjya, arhasya śrī-bhagavataḥ, padaṁ caraṇāravindaṁ, pade pade pratikṣaṇaṁ hṛdā upaguhya āśliṣya, nānyasmin sauhṛdaṁ yeṣāṁ tathābhūtāḥ santo yad āmananti jānanti, tad vaiṣṇavaṁ padaṁ śrī-vaikuṇṭham iti brahma-svarūpam eva tad iti tātparyam | anena prema-lakṣaṇa-sādhana-liṅgena nirākāra-rūpam arthāntaraṁ nirastam | ",30
1474,"atra nirākāra-parāyaṇasyāpi muktā-phala-ṭīkā-kṛto daivābhivyañjitā gīr yathā—tat paraṁ padaṁ vaiṣṇavam āmananti, adhikṛtādhiṣṭhita-rājādhiṣṭhitatvavat | brahmādi-padānām api | viṣṇunādhiṣṭhitatvāt param ity uktam | viṣṇunaivādhiṣṭhitam ity artha iti | ",4
1475,ata eva śrutāv api tasya sva-mahimaika-pratiṣṭhitatvaṁ sa bhagavaḥ kasmin pratiṣṭhita iti sve mahimni [chā.u. 7.24.1] iti | ata evoktaṁ ka itthā veda yatra saḥ [ka.u. 1.2.25] iti ||,7
1477,ka itthā [ka.u. 1.2.25] ity-ādi-śruter arthatvenāpi spaṣṭam āha—,4
1481,sakarmakam atad-vidaḥ || [bhā.pu. 4.29.48],2
1484,evaṁ ca oṁ namas te’stu bhagavan ity-ādi-gadye—,4
1485,paramahaṁsa-parivrājakaiḥ parameṇātma-yoga-samādhinā paribhāvita-parisphuṭa-pāramahaṁsya-dharmeṇodghāṭita-tamaḥ-kapāṭa-dvāre citte’pāvṛta ātma-loke svayam upalabdha-nija-sukhānubhavo bhavān || [bhā.pu. 6.9.33],2
1486,tamaḥ prakṛtir ajñānaṁ vā | ātma-loke sva-svarūpe loke | eṣa ātma-loka eṣa brahma-lokaḥ [bṛ.ā.u. 4.3.32] iti | divye brahma-pure hy eṣa paramātmā pratiṣṭhitaḥ [mu.u. 2.2.7] ity-ādi-śrutau | ,5
1490,vidanti tat kavayo yoga-niṣṭhāḥ || iti pippalāda-śākhāyām | ,3
1492,bibhrājate yad yatayo viśanti || iti parasyām |,2
1497,viṣṇor yat paramaṁ padam || [nṛ.tā.u. 5.10] iti śrī-nṛsiṁha-tāpanyām | ,2
1510,viveka-jñāna-vṛddhaṁ ca tad viṣṇoḥ paramaṁ padam || [vi.pu. 2.8.93-98],4
1511,tāpanī-śrutau ca yatra na vāyur vātī ity-ādikaṁ prākṛta-tat-tan-mātra-niṣedhātmakaṁ tatrāpi tat-tac-chravaṇāt | ,5
1513,naicchan mukti-pater muktiṁ paścāt-tāpam upeyivān || [bhā.pu. 4.9.29] iti | ,2
1516,bhava-cchidaḥ pāda-mūlaṁ gatvā yāce yad antavat || [bhā.pu. 4.9.31] ,2
1517,iti śrī-dhruvasyāpūrṇaṁ-manyatā śrūyate | tad-ucca-pada-kāmanayaiva tat-prārthitavatā tena labdha-manorathātīta-vareṇāpi sva-saṅkalpam eva tiraskartum uktam iti ghaṭate | tatra hy evoktaṁ śrī-vidureṇa—sudurlabhaṁ yat paramaṁ padaṁ harer [bhā.pu. 4.9.28] iti | svayaṁ śrī-dhruva-priyeṇa—,3
1519,upariṣṭād ṛṣibhyas tvaṁ yato nāvartate gataḥ || [bhā.pu. 4.9.25] iti |,2
1520,"śrī-pārṣadābhyām api—ātiṣṭha jagatāṁ vandyaṁ tad viṣṇoḥ paramaṁ padam [bhā.pu. 4.12.26] iti | śrī-sutena ca—dhruvasya vaikuṇṭha-padādhirohaṇam [bhā.pu. 4.13.1] iti | pañcame jyotiś-cakra-varṇane ca—viṣṇor yat paramaṁ padaṁ pradakṣiṇaṁ prakrāmanti iti [bhā.pu. 5.22.17] | yad viṣṇoḥ paramaṁ padam abhivadanti [bhā.pu. 5.23.1] iti ca | prapañcāntargatatve’pi tad-dharmam uktatvaṁ, vikārāvarti ca tathā hi sthitim āha [ve.sū. 4.4.19] iti nyāyena | ",13
1521,"ato’smin loke prāpañcikasya bahir-aṁśasyaiva pralayo jñeyaḥ | tasya tu tadānīm antardhānam eva | etad ālambyaiva hiraṇyakaśipunoktam—kim anyaiḥ kāla-nirdhūtaiḥ kalpānte vaiṣṇavādibhiḥ [bhā.pu. 7.3.11] iti | ato’dyāpi ye tathā vadanti, te’pi tat-tulyā iti bhāvaḥ |",3
1571,tasya tripād-vibhūtes tu rūpaṁ vakṣyāmi vistarāt || [pa.pu. 6.227.57-80] ity-ādi ||,6
1578,aprākṛtaṁ surair vandyam ayutārka-sama-prabham || iti ||,2
1581,apratyakṣaṁ nirupamaṁ parānandam atīndriyam || iti ||,2
1590,labhante te’cyuta-sthānaṁ śrutir eṣā sanātanī || iti ||,2
1591,skānde śrī-sanat-kumāra-mārkaṇḍeya-saṁvāde—,2
1593,sa yāti viṣṇu-lokaṁ vai dāha-pralaya-varjitam || iti |,2
1594,"atra pada-dhāmādi-śabdena sthāna-vācakena, svarūpe tv arūḍhena yadi kaścit kathañcit svarūpam eva vācayati, tarhy anyatra tat-prasaṅge te’bhigacchanti mat-sthānaṁ yad brahma paramaṁ viduḥ ity-ādau sākṣād eva sthāna-śabda-nigadena tan nirasanīyam | ",3
1595,"yadi tatrāpi ca-kārādy-adhyāhārādi-dainyena pūrva-darśitetihāsa-samuccayasya paraṁ brahmeti yad vidur iti viśeṣaṇa-viruddhaṁ vākya-bhedam evāṅgīkaroti, tarhi sva-mate tatra tatrokta-loka-śabdaḥ sahāyī-kartavyaḥ | ",3
1596,"tataś ca, pada-dhāma-sthāna-loka-rūpāṇāṁ teṣāṁ śabdānāṁ ekatra vastuni prayogāt parasparam anyārthaṁ dūrīkurvantas te kaṁ vā na bodhayanti svam arthaṁ, yathā bhagavān harir viṣṇur ayam iti | ",2
1598,tasmāt oṁ namas te [bhā.pu. 6.9.33] ity ādi-padyam api sādhv eva vyākhyātam ||,3
1605,samīḍitaḥ puṣkara-viṣṭarādibhiḥ || [bhā.pu. 3.19.28],2
1606,sādayitvā hatvā | pavitrāropa-prasaṅge caivam āha bodhāyanaḥ—,3
1608,sa yāti paramaṁ sthānaṁ yatra devo nṛkeśarī || iti |,2
1622,tri-daśānām agamyaṁ tu sthānaṁ divyam iti śrutiḥ || iti ||,2
1628,ramayā prārthyamānena devyā tat-priya-kāmyayā || [bhā.pu. 8.5.4-5],2
1629,"yathā bhagavata āvirbhāva-mātraṁ janmeti bhaṇyate, tathaiva vaikuṇṭhasyāpi kalpanam āvirbhāvanam eva, na tu prākṛtavat kṛtrimatvam, ubhayatrāpi nityatvāt, ity abhiprāyeṇa tat-sāmyenāha—jajña iti | śrī-vikuṇṭhā-sutasyaivedaṁ vaikuṇṭham, mūla-vaikuṇṭhaṁ tu sṛṣṭeḥ prāk śrī-brahmaṇā dṛṣṭam iti dvitīye prasiddham eva | sa tan-niketaṁ parimṛśya śūnyam apaśyamānaḥ kupito nanāda [bhā.pu. 8.19.11] ity uktam | tat-sthānaṁ tu svargādi-gatam eva jñeyam ||",3
1631,"tad evaṁ śrī-vaikuṇṭhasya svarūpa-bhūtatve siddhe, tad-aṅga-bhūtānāṁ śrī-pārṣadānāṁ tādṛśatvaṁ sutarāṁ siddham eva | yuktaṁ caiva tat-sevakānāṁ—nādevo devam arcayet iti tat-sadṛśatā-bhāvanām antareṇoddeśenāpi tat-sevāyām anadhikārāt, sākṣāt tu sākṣād eva tat-sadṛśatvam iti | tad evaṁ nitya-pārṣadānāṁ kaimutyam evāpatitam | ata evāha—",3
1633,vaikuṇṭha-pura-vāsinām | [bhā.pu. 7.1.35],2
1634,janma-hetu-bhūtaiḥ prākṛtair dehendriyāsubhir hīnānāṁ śuddha-sattva-maya-dehānām ity arthaḥ || ,3
1640,śarad-amburuhekṣaṇam || [bhā.pu. 6.9.29],2
