paragraph_index,original_iast,run_count
4014,"eka eva prāṇo hṛdayādiṣu sthāneṣu pañcadhā vartamāno vilakṣaṇāni kṛtāryāñ āvahatīti pañca-vṛttiḥ | sa eva tathā vyapadiśyate | tasmāt prāṇa-vṛttaya eva te, na tato bhidyante | kārya-bheda-nimittaḥ saṁjñā-bhedaḥ | svarūpa-bhedas tu nāsty ataḥ pañcasv api prāṇa-śabdaḥ | prāṇo’pāno vyāna udāna samāna iti | etat sarvaṁ prāṇa eva [bṛ.ā.u. 1.5.3] iti vacanāc ca | bṛhad-āraṇyake manovat—kāmaḥ saṇkalpo vicikitsā śraddhā’śraddhā dhṛtir adhṛtir hrīr dhīr bhīr ity etat sarvaṁ mana eva [bṛ.ā.u. 1.5.3] iti | tatraiva saṁjñā-bhede kārya-bhede’pi yathā kāmādayo manaso na bhidyante, kintu tasya vṛttaya eva tadvat bahu-vṛttitva-mātreṇāyaṁ dṛṣṭāntaḥ | yoga-śāstre mano’pi pañca-vṛttikam uktam | tad-abhiprāyeṇa vā nidarśanam ity eke ||12||",5
4017,hds: 3.6.7-8,2
4025,"śreṣṭhaḥ prāṇo vibhur aṇur veti vīkṣāyāṁ, sama ebhis tribhir lokaiḥ ity ādi śruter vibhur iti prāpte—",3
4026,aṇuś ca ||,2
4039,supteṣu vāg-ādiṣu prāṇa eko jāgartīty ādau mukhya-prāṇasya pravṛttiḥ śrūyate | sapta ime lokā yeṣu caranti prāṇā [mu.u. 2.1.8] ity ādau gauṇa-prāṇānāṁ ca tatra tāni sa-prāṇāni indriyāṇi sva-sva-kāryāya svayaṁ pravarterann utaiṣāṁ prerako’nyo’sti | sa ca devatā-gaṇo jīvaḥ paro veti vīkṣāyāṁ svayam eva tāni pravarteran kārya-śakti-yogāt devatā-gaṇo vā tat-pravartako’stu | agnir vāg bhūtvā mukhaṁ prāviśat [ai.u. 1.2.4] ity ādi śruteḥ | jīvo vā tad-bhoga-sādhanatvād ity evaṁ prāpte—,5
4041,jyotir-ādy-adhiṣṭhānaṁ tu tad-āmananāt ||,2
4043,tu-śabdaḥ śaṅkā-nirāsārthaḥ | jyotir brahmaiva teṣām ādy-adhiṣṭhānaṁ mukhya-pravartakam | kartari lyuṭ | kutaḥ ? tad iti | antaryāmi-brāhmaṇe tasyaiva prāṇendriya-pravartakatvāvagamāt | bṛhad-āraṇyake—yaḥ prāṇeṣu tiṣṭhan ity ādiṣu devānāṁ jīvasya ca tat-prayojyānām eva prayojakatā na nivāryate | svataḥ pravṛttis tu na bhavet jāḍyāt ||14||,3
4046,hds: 4.9.6-7,2
4052,prāṇavatā śabdāt || ,2
4054,"prāṇavatā jīvena tāni sa-prāṇānīndriyāṇi saṅgṛhyante bhogāya | evaṁ kutaḥ ? śabdāt | sa yathā mahārājo jānapadān gṛhītvā sve janapade yathā-kāmaṁ parivartetaivam evaiṣa etat prāṇān gṛhītvā sve śarīre yathā-kāmaṁ parivartate [bṛ.ā.u. 2.1.18] iti tatraiva śravaṇāt | ayam atra niṣkarṣaḥ—paramātmanādhiṣṭhitā devā jīvāś cendriyāni adhitiṣṭhanti | pūrve tat pravartana-mātrāya, pare tu tair bhogāya | tatraiva tat saṅkalpād iti ||15||",3
4063,tasya ca nityatvāt ||,2
4067,rpc: 10.87.42,2
4068,hds: 4.9.6,2
4077,ta indriyāṇi tad-vyapadeśād anyatra śreṣṭhāt ||,2
4079,te prāṇa-śabditāḥ śreṣṭhetare evendriyāṇi | kutaḥ ? tad iti | etasmād ity ādi śrutau mukhya-prāṇād itareṣu śrotrādiṣv indriyatva-vacanāt | indriyāṇi daśaikaṁ ca [gītā 13.5] ity ādau smṛtau ca | tathā prāṇo mukhyaḥ sa tv anindriyam iti śruty-antarāc ca ||17||,5
4081,rpc: 3.6.9,2
4082,hds: 2.10.16,2
4086,"nanu hantāsyaiva se rūpam asāmety etasyaiva sarve rūpam abhavat iti bṛhad-āraṇyakāt mukhya-prāṇasya vṛtti-bhedānanyān prāṇān avadhārayāmas tat katham ukta-vyavastheti, tatrāha—",5
4088,bheda-śruteḥ ||,2
4090,prāṇo manaḥ sarvendriyāṇi ca iti prāṇād indriyāṇāṁ bheda-śravaṇāt tattvāntarāṇi tānīty arthaḥ | na ca bheda-śruter manaso’nindriyatvaṁ śaṅkyam | maṇaḥ ṣaṣṭānīndriyāṇi [gītā 15.7] iti indriyāṇāṁ manaś cāsmi [gītā 10.22] iti ca smṛteḥ ||18||,6
4093,hds: 2.10.15,2
4097,vailakṣaṇyāc ca || ,2
4101,rpc: 6.3.2-4,2
4102,hds: 2.10.16,2
4111,seyaṁ devataikṣata hantāham imās tisro devatā anena jīvenātmanānupraviśya nāma-rūpe vyākaravāṇīti | tāsāṁ trivṛtaṁ trivṛtam ekaikāṁ karavāṇīti seyaṁ devatemās tisro devatā anenaiva jīvenātmanānupraviśya nāma-rūpe vyākarot | tāsāṁ trivṛtaṁ trivṛtam ekaikām akarot || [chā.u. 6.3.2-4] iti |,2
4113,"iha nāma-rūpa-vyatikriyā jīva-kartṛkā syād uteśa-kartṛketi vicikitsāyāṁ jīva-kartṛketi prāptam | anena jīvena praviśya vyākaravāṇīti tathā pratyayāt | na ca sahārtheyaṁ tṛtīyā | sambhavantyāṁ kāraka-vibhaktyām upapada-vibhakter anyāyyatvāt | na ca karaṇārthā satya-saṅkalpeśvara-kārye jīvasya sādhakatamatvābhāvāt | na ca praveśo jīva-kartṛko’stu vyākriyā tv īśvara-kartṛkā ktvā-pratyayenaika-kartṛkatva-bodhanāt | na caitasmin pakṣe vyākaravāṇīty uttama-puruṣānupapattiḥ | cāreṇānupraviśya para-sainyaṁ saṅkalayānītivad upapatteḥ | na caitat kapola-kalpanaṁ, viriñco vā idaṁ virecayati vidadhāti brahmā vāva viriñca etasmād dhīme rūpa-nāmanī iti śruty-antarāt | nāma-rūpaṁ ca bhūtānām ity ādi smaraṇāc ca | tasmāt jīva-kartṛkā seti prāptau—",5
4115,saṁjñā-mūrti-kḷptis tu trivṛt kurvata upadeśāt ||,2
4119,trīṇy ekaikaṁ dvidhā kuryāt try-ardhāni vibhajed dvidhā | ,2
4120,tat-tan-mukhyārdham utsṛjya yojayec ca virūpatā ||,2
4122,"pañcīkaraṇasyopalakṣaṇam etat | na ca trivṛt-kṛtiś caturmukhasya śaktyā vaktum | trivṛt-kṛta-tejo’b-anna-nirmitāṇḍa-madhya-jātatvāt tasya | tathā ca smṛtiḥ—tasminn aṇḍe’bhavad brahmā sarva-loka-pitāmahaḥ [ma.saṁ. 1.9] ity ādyā | tasmāt seyam ity atra nāma-rūpa-vyākṛti-trivṛt-kṛtyor eka-kartṛkatvaṁ vivakṣitaṁ, na tu paurvāparyam artha-krameṇa pāṭha-kramasya bādhāt | pūrvāṁ trivṛt-kṛtir uttarā tu nāma-rūpa-vyākṛtir iti | na cātrivṛt-kṛtais tejo’b-annair aṇḍotpattiḥ | atrivṛtāṁ teṣāṁ tatrāsāmārthyāt | tathā hi smṛtiḥ—",5
4124,yadaite’saṅgatā bhāvā bhūtendriya-mano-guṇāḥ |,2
4125,yadāyatana-nirmāṇe na śekur brahma-vittama ||,2
4126,tadā saṁhatya cānyonyaṁ bhagavac-chakti-coditāḥ |,2
4127,sad-asattvam upādāya cobhayaṁ sasṛjur hy adaḥ || [bhā. 2.5.32-33] ity ādyā |,2
4129,"iha pañcī-karaṇam uktam | tac cetthaṁ bodhyam—vibhajya dvidhā pañca-bhūtāni devas tad-ardhāni pañcabdhi-bhāgāni kṛtvā tad-anyeṣu mukhyeṣu bhāgeṣu tat tan niyuñjan sa pañcīkṛtiṁ paśyaati sma | annam aśitaṁ tridhā vidhīyate [chā.u. 6.5.1] ity ādau tu pṛthivyāder ekaikasya tredhā pariṇāmo varṇyate, na tu trivṛt-kṛtiḥ | na cānena jīveneti jīvasya nāma-rūpa-nirmātṛtvaṁ bodhayed iti vācyam | ātmanā jīveneti sāmānādhikaraṇyena jīva-śaktimatas tad-vyāpino brahmaṇa eva tattvābhidhānāt | etena viriñco vā ity ādikaṁ vyākhyātam | evaṁ ca praviśyottama-puruṣayor akaṣṭatā mukhyārthatā ca syāt | tathā ca praveśa-vyākaraṇayor eka-kartṛkatā ca | tasmād īśa-kartṛkaiva tad-vyākṛtiḥ | sarvāṇi rūpāṇi vicitya dhīro nāmāni kṛtvābhivadan yad āste [tai.ā. 3.12.16] iti taittirīyakāc ca ||20||",5
4131,"rpc: 2.5.32-33, 2.10.3, 2.6.30, 2.5.11, 2.5.21, 2.5.14, 2.6.15, 10.85.6, 4.7.49, 1.10.22, 6.4.28.",2
4132,hds: 3.26.19-20.,2
4136,"atha mūrti-śabdito dehaḥ parīkṣyate | śarīraṁ pṛthivīm apyeti iti śruteḥ pārthivo dehaḥ adbhyo hīdam utpadyate āpo vāva māṁsam asthi ca bhavanty āpaḥ śarīram āpa evdaṁ sarvam iti śruter āpyaḥ, sa agner deva-yonyā ity ādi śrutes taijasaś ca | iha bhavati saṁśayaḥ—dehaḥ pārthivaḥ āpyas taijasaś ca syād uta sarvo’pi try-ātmaka iti travidhya-śravaṇād anirṇayena bhāvyam iti prāpte—",7
4138,māṁsādi-bhaumaṁ yathā-śabdam itarayoś ca ||,2
4140,"māṁsādy eva hehasya bhaumaṁ bhūmeḥ kāryaṁ bhavati | tathetaryor jala-tejasoś ca kṛtyam asṛg-asthy-ādikaṁ tatrāsti | tad etat yathā śabdam abhyupeyam | śabdaś ca, yat kaṭhinaṁ sā pṛthivī, yad dravaṁ tad āpo, yad uṣṇaṁ tat tejaḥ iti garbhopaniṣat | tathā ca sarvo dehas trirūpaḥ ||21||",3
4149,vaiśeṣyāt tu tad-vādas tad-vādaḥ ||,2
4154,"hds: 3.26.44, 3.26.48",2
4175,pūrvādhyāya-dvayena viśvaika-hetuṁ nirdoṣa-guṇa-ratnākaraṁ sac-cid-ānandātmakaṁ puruṣottamaṁ mumukṣu-dhyeyatayā sarvo vedāntaḥ pratipādayatīty etat sarvāviruddham ity ukter brahma-svarūpaṁ nirūpitam | athāsmin tṛtīye’dhyāye tat-prāpakāṇi sādhanāni nirūpyante | teṣu mukhyaṁ tāvat prāpyetara-vaitṛṣṇyaṁ prāpya-tṛṣṇā ceti tat-siddhaye pūrva-pāda-dvayam ārabhyate | tatra prathame pāde pañcāgni-vidyām āśritya nānāvasthasya jīvasya loka-gatyā gati-rūpā doṣāḥ prakāśyante loka-virāgāya | dvitīye tu prāpyānurāga-hetavaḥ tan-mahimādayo guṇā vakṣyante | chāndogye śvetaketur hāruṇeyaḥ pāñcālānāṁ samitim iyāya [chā.u. 5.3.1] ity ādinā pañcāgni-vidyā paṭhitā | tatra jīvaḥ para-lokaṁ gacchati tasmāt punar imaṁ lokam āgacchatīti pratīyate | iha saṁśayaḥ | para-lokaṁ gacchan jīvaḥ sūkṣma-bhūtair viyuktaḥ pariṣvakto vā gacchatīti | tatrāpi teṣā saulabhyād viyukto gacchatīti prāpte—,5
4177,tad-anantara-pratipattau raṁhati sampariṣvaktaḥ praśna-nirūpaṇābhyām ||,2
4179,"tac-chabdena dehaḥ parāmṛṣṭaḥ | pūrvaṁ tasya mūrti-śabditasya prakramāt | dehād dehāntara-prāptau bhūta-sūkṣmaiḥ sampariṣvakto jīvo raṁhati gacchati | kutaḥ ? vettha yathety ādi-rūpāt praśnāt | asau vāvety ādi-rūpāt tad-uttarāc ca | tatreyam ākhyāyikā | pravāhaṇo nāma kṣatriyaḥ pañcālādhipatir nijāntikā-gataṁ śvetaketuṁ vipra-kumāraṁ pañcārthān papraccha | karmiṇāṁ gantavya-deśam, punar-āvṛtti-prakāram, amuṣjñāna lokasyāprāptāraṁ devayāna-pitṛyānayor bhedakaṁ rūpaṁ ca vettheti vettha yathā pañcamy-āhutā vāpaḥ puruṣa-vacaso bhavanti [chā.u. 5.3.3] iti ca | sa ca kumāraḥ praśna-pārājñānād vimanāḥ pitaraṁ gautamam upetya paridevayāmāsa | pitāpy avidita-praṣṭavyas tad-bubhutsayā pravāhaṇam āgatya kṛtārhaṇaṁ vitta-ditsuṁ ca taṁ prati tān eva pañca praśnān vibhikṣe | sa ca tam antimaṁ praśnaṁ prati bruvann āha asau vāva loko gautamāgniḥ [chā.u. 5.4.1] ity ādi | tatra hi dyu-parjanya-pṛthivī-puruṣayoṣāḥ pañcāgnitayā nirūpitāḥ | teṣu pañcasv agniṣu śraddhā-soma-vṛṣṭy-anna-reto-rūpāḥ kramāt pañcāhutayaḥ paṭhitāḥ | hotāraḥ sarvatra devāḥ | homas tu bhūta-sūkṣma-pariveṣṭitasya jīvasya svar-bhogādi-lābhāya devaiḥ kṛto dyu-lokādiṣu prakṣepaḥ | mṛtasya jīvasya indriyāṇi khalu devāḥ kathyante | te hi dyu-lokāgnau huto varṣaṁ bhavati | tac ca varṣaṁ bhavatīty uktvāha -- iti tu pañcamyām āhutā vāpaḥ puruṣa-vacaso bhavanti [chā.u. 5.9.1] iti | ity ukta-krameṇa reto-rūpāyāṁ pañcamyām āhutau hutāyām āpaḥ puruṣa-vacasaḥ puruṣa-śabda-vācyā deha-rūpā bhavantīty arthaḥ | iha yābhir adbhir yukto divaṁ gatas tāsām evokta-rītyā strīm āpannānāṁ puruṣa-rūpateti pratīteḥ sūkṣma-bhūta-pariṣvakto raṁhatīti siddham ||3.1.1||",9
4181,"rpc: 11.22.36, 3.32.43-44, 6.1.51, 11.25.35-36, 2.2.23.",2
4182,hds : 3.32.43-44.,2
4188,try-atmakatvāt tu bhūyastvāt |,2
4190,śaṅkā-nivṛttaye tu-śabdaḥ | trivṛt-kṛtānām apāṁ tribhṭīrūpatvāt tāsāṁ gatau trayāṇām api gatir anumatety arthaḥ | tathāpy ap-śabda-prayogaḥ | śukra-śoṇita-rūpe deha-bīje drava-bhūmnā tāsāṁ bhūyastvāt | tāpāpanodo bhūyastvam ambhaso vṛttayas tv imā [bhā.pu. 3.26.41] iti smṛteś ca | bhūmnā hi vyapadeśā bhavanti ||2||,3
4192,"rpc: 3.26.53, 3.26.41",2
4193,"hds: 3.26.41, 5.20.23.",2
4197,prāṇa-gateś ca ||,2
4199,dehāntarāptau prāṇānāṁ gatiḥ śrūyate bṛhad-āraṇyake—tam utkrāmantaṁ prāṇo’nūtkrāmati prāṇam anūtkrāmantaṁ sarve prāṇā anūtkrāmanti [bṛ.ā.u. 4.4.2] ity ādinā | sā khalu nirāśrayā na sambhaved atas tad-āśraya-bhūtānāṁ bhūtānāṁ gatiḥ svīkāryety arthaḥ ||3||,3
4201,rpc: ---,2
4202,hds: 11.15.24.,2
4206,"agny-ādi-gati-śruter iti cen, na, bhāktatvāt ||",2
4209,"yatrāsya puruṣasya mṛtasyāgniṁ vāg apy eti, vātaṁ prāṇaś, cakṣur ādityaṁ, manaś candraṁ, diśaḥ śrotraṁ, pṛthivī śarīram, ākāśam ātmauṣadhīr lomāni, vanaspatīn keśā, apsu lohitaṁ ca retaś ca nidhīyate [bṛ.ā.u. 3.2.13] iti |",2
4214,"hds: 4.23.13, 4.23.15.",2
4218,prathame’śravaṇād iti cen na tā eva hy upapatteḥ ||,2
4220,"nanu yady āpaḥ pañcāpy āhutayaḥ syus tadā pañcamyām iti vākyād adbhiḥ pariṣvakto yātīti śakyaṁ vaditum | na ca tathāsti prathame’gnau tāsām ahutitvāśravaṇāt | tatra hi śraddhaivāhutir uktā | tasminn agnau devāḥ śraddhāṁ juhvati [chā.u. 5.4.2] iti tasyā mano-vṛtti-rūpatvena prasiddher nāptvaṁ sambhavati | somādīnāṁ ca kathañcit sambhavet, ato nāsmād vākyād bhūta-pariṣvaṅgo gacchato mṛtasyeti cen, na | hi yataḥ prathame’py agnau tā evāpaḥ śraddhā-śabdenocyate | kutaḥ ? upapatteḥ praśnottarayor iti śeṣaḥ | vettha yatheti praśne pañcasv agniṣv āpo homyā vivakṣitāḥ | tasyottarārambhe prathame’gnau śraddhā homyoktā | tatra śraddhā-śabdena cen nāpo vācyās tadā tayor vairūpyāpattir ity arthaḥ | apāṁ pañcama-homa-sambandho hītara-homa-catuṣṭaya-sambandha evopapadyate | śraddhā-kāryaṁ ca soma-vṛṣṭy-ādi syūlībhavad-ab-bahulaṁ vīkṣyate | kāraṇānurūpaṁ ca kāryam iti śraddhāyā aptve yuktiś ca | tasmāt tatra śraddhā-śabdenāpo grāhyāḥ | śraddhā vā āpa [kṛ.ya.ve. 1.1.6.8] iti śruteś ca | mano-vṛttis tu na syāt, manaso niṣkṛṣya tasyā homānupapatteḥ | tasmād adbhiḥ pariṣvakto yātīti ||5||",7
4222,rpc: ---,2
4223,hds: 1.15.39.,2
4229,aśrutatvād iti cen na iṣṭādi-kāriṇāṁ pratīteḥ ||,2
4231,"aśrutatvam asiddham | tatraiva chāndogye candraṁ pratīṣṭādi-kṛtāṁ gati-pratyayāt | atha ya ime grāma iṣṭā-pūrte dattam ity upāsate te dhūmam abhisambhavanti [chā.u. 5.10.3] ity ādinā, ākāśāc candramasam eṣā somo rājā [chā.u. 5.10.4] ity antena | tatreṣṭādi-kāriṇāṁ candraṁ prāpya soma-rājākhyā bhavantīty avagamyate | tathā dyu-lokāgnau devāḥ śraddhāṁ juhvati | tasyāḥ āhuteḥ somo rājā sambhavati ity atrāpi tadaikārthyāt śraddhā-śarīra-yuktaḥ soma-śarīra-yukto bhavatīti avasīyate | śarīrasya jīvaikāśrayatva-svābhāvyāt tad-vācakasya śabdasya jīve paryavasānam iti tat-pariṣvakto’sau yātīti sthiram ||6||",7
4233,"rpc: 3.32.1-4, 7.15.40, 11.11.46, 7.15.29.",2
4238,"nanu, eṣa somo rājā devānām annaṁ taṁ devā bhakṣayanti [chā.u. 5.10.4] iti soma-rāja-śabditasya deva-bhakṣyatva-śravaṇāt na sa jīvaḥ śakyo vaktum | tasya bhakṣayitum aśakyatvād iti cet, tatrāha—",3
4240,"bhāktaṁ vānātmavittvāt, tathā hi darśayati ||",2
4242,"veti śaṅkā-hānau | soma-rāja-śabditasya jīvasya devānnatvaṁ bhāktam | annavat tad-bhoga-hetutvād upacaritam ity arthaḥ | tad-dhetutvaṁ tat-sevakatvāt | tac cānātmavittvāt | śrutir apy anātmajñasya deva-sevakatāṁ darśayati | atha yo’nyāṁ devatām upāste anyo’sāv anyo’ham asmīti na sa veda, yathā paśur eva sa devānām [bṛ.ā.u. 1.4.10] iti bṛhad-āraṇyake | ayaṁ bhāvaḥ—annavad-bhakṣaṇa-sambhavāt tadvad bhoga-sādhanatvāc ca jīvasya devānnatvaṁ tatropacaryate | viśo’nnaṁ rājñāṁ paśavo’nnaṁ viśām ity aupacārika-prayoga-darśanāc ca | mukhyatve tu jyotiṣṭomādi-vidhi-vaiyarthyāpattiḥ | devāś cec candraloka-gataṁ bhakṣayeyuḥ kim-arthaṁ janas tatra gacchet, kim-arthaṁ vā tat-prāpakaṁ jyotiṣṭomādi-prayāsaṁ kuryād iti | tasmād adbhiḥ pariṣvakto yātīti siddham ||7||",5
4244,"rpc: 11.10.22, 11.10.25-28, 11.25.20-21, 11.25.29, 11.10.31-32.",2
4245,"hds: 4.29.48, 4.29.31.",2
4251,ayaṁ ya ime grāma ity ādinā kevala-karmiṇāṁ dhūmādi-mārgeṇa svarga-prāptim abhidhāya tad-ante punar-āvṛttiḥ paṭhyate tatraiva chāndogye— tasmin yavāt saṁpātam uṣitvāthaitam evādhvānaṁ punar nivartante [chā.u. 5.10.5] iti | tatra saṁśayaḥ—svargād avarohan niranuśayaḥ sānuśayo veti | yāvat sampātam uṣitvety ukteḥ—prāpyāntaṁ karmaṇas tasya ity ādy-ukteś ca niranuśayo’varohatīti | sampātaḥ karma sampatanty anena svargam iti vyutpatteḥ | anuśayo bhukta-śiṣṭaṁ karma | anuśete kartāraṁ phala-bhogāyeti vyutpatteḥ | tac ca kṛtsna-phala-bhoge sati nāvaśiṣyate | evaṁ prāpte paṭhati—,5
4253,kṛtātyaye’nuśayavān dṛṣṭa-smṛtibhyām ||,3
4257,tad ya iha ramaṇīya-caraṇā abhyāśo ha yat te ramaṇīyāṁ yonim āpadyeran brāhmaṇa-yoniṁ vā kṣatriya-yoniṁ vā vaiśya-yoniṁ vātha ya iha kapūya-caraṇā abhyāśo ha yat te kapūyāṁ yonim āpadyerañ śva-yoniṁ vā sūkara-yoniṁ vā cāṇḍāla-yoniṁ vā [chā.u. 5.10.7] iti tatraiva darśanāt |,2
4259,ramaṇīya-caraṇā ramaṇīya-karmāṇaḥ | bhukta-śiṣṭa-pakva-sukṛtavanta ity arthaḥ | abhyāso’bhyāgantāraḥ abhyāpūrvādaseḥ kvipi rūpam | ha sphuṭam | yad yadā | tadety arthāt | iha punar bhave te ubhaya-śeṣābhyāṁ niviśanti iti smṛteś ca | tasmāt sānuśayo’varohati yāvat sampātam ity ādi vākyaṁ tu phalārpaṇa-pravṛtta-karma-viśeṣa-param ity avirodhaḥ ||8||,3
4268,yathetam anevaṁ ca ||,2
4272,rpc: ---,2
4273,hds: 11.10.26.,2
4277,caraṇād iti cen na tad-upalakṣaṇārtheti kārṣṇājiniḥ ||,2
4279,nanu svargāt pracyuto’nuśayād yoniṁ prāpnotīti na yujyate | ramaṇīya-caraṇā ity ādi śrutyā caraṇāt tadāpatty-abhidhānāt | na cānuśaya-caraṇa-śabdayor aikārthyam | yathākārī yathācārī tathā bhavati iti bṛhad-āraṇyake tayor bhinnārthatvokteḥ | karma-śeṣo’nuśayaś caraṇaṁ tv ācāra iti cen nāyaṁ doṣaḥ | yato’nuśayopalakṣaṇārthaiṣā caraṇa-śrutir iti kārṣṇājinir manyate | karmaṇaḥ sarvārtha-hetutayā śāstrārtha-prasiddher iti bhāvaḥ ||10||,3
4281,rpc: 3.30.32-33,2
4282,"hds: 4.29.74-75, 4.29.78",2
4286,ānarthakyam iti cen na tad-apekṣatvāt ||,2
4288,"nanu karmaṇaḥ sarvārtha-hetutve vaiphalyam ācārasya tataś ca tad-vidhir vyartha iti cen, na | kutaḥ ? karmaṇo’py ācāra-sāpekṣatvāt | na hi sad-ācāra-vihīnaḥ karmaṇy adhikriyate | sandhyā-hīno’śucir nityam anarhaḥ sarva-karmasu ity ādi smṛteḥ | tathā ca sācārasya karmaṇaḥ phala-hetutvāt tayā karmopalakṣyate iti kārṣṇājiner matam ||11||",5
4290,"rpc: 11.18.42-43, 11.18.45.",2
4291,hds: 3.31.32,2
4295,sukṛta-duṣkṛte eveti tu bādariḥ ||,2
4300,hds: 3.31.42-43,2
4306,asūryā nāma te lokā andhena tamasāvṛtāḥ |,4
4307,tāṁs te pretyābhigacchanti ye ke cātma-hano janāḥ || [īśo. 3],2
4311,aniṣṭādi-kāriṇām api ca śrutam ||,2
4313,"iṣṭādi-kṛtām ivāniṣṭādi-kṛtām api candre gamanaṁ śrutam—ye vai ke cāsmāl lokāt prayanti candramasam eva te sarve gacchanti [kau.u. 1.2] iti kauṣītaky-upaniṣadi sarveṣām aviśeṣeṇa gati-śravaṇāt, te’pi taṁ gacchantīti | evaṁ saty ukta-vākyaṁ durācāra-nivṛtti-paratayā neyam | ",3
4317,rpc: ---,2
4326,saṁyamane tv anubhūyetareṣām ārohāvarohau tad-gati-darśanāt ||,2
4330,na sāmparāyaḥ pratibhāti bālaṁ ,2
4331,pramādyantaṁ vitta-mohena mūḍham | ,2
4332,ayaṁ loko nāsti para iti mānī ,2
4333,punaḥ punar vaśam āpadyate me || [ka.u. 1.2.6] iti | ,2
4335,rpc: 3.30.32-33.,2
4336,"hds: 3.30.33, 3.32.19, 3.32.21.",2
4340,smaranti ca ||,2
4342,tatra tatra patan śrānto mūrcchitaḥ punar utthitaḥ |,2
4343,pathā pāpīyasā nītas tarasā yama-sādanam || [bhā.pu. 3.30.23] ,2
4345,"ity ādau, sarve caite vaśaṁ yānti yamasya bhagavan ity ādiṣu ca pāpināṁ yama-vaśyatāṁ munayaḥ smarantīti ||15||",3
4347,rpc: 3.30.19-21.,2
4348,hds: 3.30.23,2
4352,api sapta ||,2
4354,rauravo’tha mahāṁś caiva vahnir vaitaraṇī tathā |,2
4355,kumbhīpākaḥ iti proktāny anitya-narakāni tu ||,2
4356,tāmisraś cāndha-tamisro dvau nityau samprakīrtitau |,2
4357,iti sapta pradhānāni balīyastūttarottaram || iti bhārate |,4
4361,rpc: ---,2
4362,hds: 5.26.7.,2
4368,tatrāpi ca tad-vyāpārād avirodhaḥ ||,2
4372,"rpc: 5.26.6, 4.29.23-35, 4.29.47, 1.2.13, 2.2.36, 2.3.10, 4.30.32-33, 3.15.49, 10.14.8",2
4373,hds: 5.26.6.,2
4379,vidyā-karmaṇor iti tu prakṛtatvāt ||,2
4381,tu-śabdād akṣepa-nivṛttiḥ | nety ākṛṣyam | pāpināṁ candrāptir naivāpapadyate | kutaḥ ? devayāna-pitṛyānayoḥ pratipattau vidyā-karmaṇor eva prakṛtatvāt | chāndogye tad ya itthaṁ viduḥ [chā.u. 5.10.1] ity ādinā vidyayā devayāna-panthāḥ prāpyaḥ prakīrtyate | atha ya ime grāma [chā.u. 5.10.3] ity ādinā tu karmaṇā pitṛ-yānaḥ panthāḥ prāpya iti | evaṁ sati sa sarva-śabdo’dhikṛtāpekṣo bhavet ||18||,5
4383,rpc: 7.15.42-43,2
4384,"hds: 3.32.3, 3.32.5-7",2
4390,na tṛtīye tathopalabdheḥ ||,2
4394,athaitayoḥ pathor na katareṇacana tānīmāni kṣudrāṇy asakṛd-āvartīni bhūtāni jīvanti | jāyasva mriyasvety etat tṛtīyaṁ sthānam | tenāsau loke na sampūryate [chā.u. 5.10.8] iti | ,4
4398,rpc: ---,2
4399,"hds: 3.30.30, 3.30.33-34.",2
4403,smaryate’pi ca loke ||,2
4407,rpc: ---,2
4412,darśanāc ca ||,2
4414,yeṣāṁ khalv eṣāṁ bhūtānāṁ trīṇy eva bījāni bhavanti |,2
4415,aṇḍajaṁ jīvajam udbhijjam [chā.u. 6.3.1] iti |,2
4419,rpc: ---,2
4420,"hds: 2.6.15, 2.10.39.",2
4426,tṛtīya-śabdāvarodhaḥ saṁśokajasya ||,2
4430,"rpc: 3.7.28, 2.10.38",2
4431,hds: 3.7.27.,2
4440,athaitam evādhvānaṁ punar nivartante yathetam ākāśam ākāśād vāyuṁ vāyur bhūtvā dhūmo bhavati dhūmo bhūtvābhraṁ bhavaty abhraṁ bhūtvā megho bhavati megho bhūtvā pravarṣati [chā.u. 5.10.5] iti | ,2
4444,tat-svābhāvyāpattir upapatteḥ ||,2
4448,rpc: ---,2
4449,hds: 3.26.34.,2
4457,nāticireṇa viśeṣāt ||,2
4461,rpc: 7.15.41,2
4462,hds: 3.30.34.,2
4469,"pravarṣaṇānantaraṁ, ta iha vrīhi-yavā oṣadhi-vanaspatayas tilamāṣā iti jāyante [chā.u. 5.10.6] iti tatraiva śrūyate | iha saṁśayaḥ—vrīhy-ādiṣv anuśayināṁ mukhyaṁ janmeti saṁśleṣa-mātram iti | jāyanta ity ukter mukhyaṁ janmeti prāptau—",3
4471,anyādhiṣṭhite pūrvavad abhilāṣāt ||,2
4473,"anyair jīvair bhoktṛtayādhiṣṭhite vrīhy-ādi-dehe teṣāṁ saṁśleṣa-mātram eva syāt | na tu te bhogāya tatra utpadyante | kutaḥ ? pūrveti | ākāśādi-bhāvavat vrīhy-ādi-bhāvasyāpy ukter ity arthaḥ | yathākāśādiṣu pravarṣaṇānteṣu bhoga-hetuḥ karma nābhilapyate tathā vrīhy-ādi-bhāve’pi | yatra tu bhāgo’bhimatas tatra, ramaṇīya-caraṇā ity ādinā tad abhilapyate | tasmāt saṁśleṣa-mātram eva tat, na tu mukhyaṁ janmeti ||25||",3
4475,rpc: 7.15.41,2
4476,hds: 3.32.44,2
4480,aśuddham iti cen na śabdāt ||,2
